stockid,tsn,scientificname,commonname,areaid,stocklong,region,primary_country,primary_FAOarea,ISO3_code,GRSF_uuid,inmyersdb,myersstockid,state
SSALMA5, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A5,Sockeye salmon Area 5,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e4b0bab5-1226-3615-ac38-27bfcc2c7950,0,,Current
SSALMA6, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A6,Sockeye salmon Area 6,Canada West Coast (Pacific Salmon),Canada, 2,CAN,3519e4ff-f686-361f-9600-626436624585,0,,Current
SSALMA7, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A7,Sockeye salmon Area 7,Canada West Coast (Pacific Salmon),Canada, 2,CAN,70eddfa0-2c73-319f-b173-808bfe7e2f24,0,,Current
SSALMA8, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A8,Sockeye salmon Area 8,Canada West Coast (Pacific Salmon),Canada, 2,CAN,721fe1c3-9115-3720-8745-a1f4f8d52049,0,,Current
SSALMADAMS, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-ADAMS,Sockeye salmon Adams,Canada West Coast (Pacific Salmon),Canada, 2,CAN,c3090eae-79cf-3d03-ae81-bdc12d4ba3db,0,,Current
SSALMAKALURAL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-AKALURAL,Sockeye salmon Akalura Lake,US Alaska (Pacific Salmon),USA, 2,USA,96171d5b-3a4b-3cbe-8121-a57dea9befbd,0,,Current
SSALMANADYRSW, 161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-ANADYRSW,Sockeye salmon Anadyr sockeye wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,f039adf0-8da9-3084-9f35-1689541d2e3b,0,,Current
SSALMATNARKO, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-ATNARKO,Sockeye salmon Atnarko (Area 8),Canada West Coast (Pacific Salmon),Canada, 2,CAN,86ff3938-8b52-3a60-853f-f0cb214e3c88,0,,Current
SSALMAWKER, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-AWKER,Sockeye salmon Akwe River,US Alaska (Pacific Salmon),USA, 2,USA,3d04b2aa-b471-3afa-8205-97f1ec775c42,0,,Current
SSALMBARKS, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-BARKS,Sockeye salmon Barkley Sound,Canada West Coast (Pacific Salmon),Canada, 2,CAN,1f3b7c34-040f-360a-ba51-13612ff95dbf,0,,Current
SSALMBEARR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BEARR,Sockeye salmon Bear River,US Alaska (Pacific Salmon),USA, 2,USA,757f178c-84a0-39ff-8656-53dc57db867a,0,,Current
SSALMBIRKENH, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-BIRKENH,Sockeye salmon Birkenhead,Canada West Coast (Pacific Salmon),Canada, 2,CAN,9f0991a1-23cb-365e-bb24-76a52ef99af6,0,,Current
SSALMBLACKL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BLACKL,Sockeye salmon Black Lake,US Alaska (Pacific Salmon),USA, 2,USA,c0b91971-a891-355c-bb35-224118d6845b,0,,Current
SSALMBOWRON, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-BOWRON,Sockeye salmon Bowron,Canada West Coast (Pacific Salmon),Canada, 2,CAN,921b74d3-e0b1-3ea0-8b32-698490af31ad,0,,Current
SSALMBRANCH, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BRANCH,Sockeye salmon Branch,US Alaska (Pacific Salmon),USA, 2,USA,967ac021-0b5b-36bc-b4e9-5d404b96760f,0,,Current
SSALMBUSKINL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BUSKINL,Sockeye salmon Buskin Lake,US Alaska (Pacific Salmon),USA, 2,USA,f3884ab7-5f40-3ed6-9ab0-167fab75d72e,0,,Current
SSALMCAYENNE, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CAYENNE,Sockeye salmon cayenne,Canada West Coast (Pacific Salmon),Canada, 2,CAN,0a92ebd1-9fec-35ac-8d8c-3ab9846658be,0,,Current
SSALMCHIGNIKL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-CHIGNIKL,Sockeye salmon Chignik Lake,US Alaska (Pacific Salmon),USA, 2,USA,31f3d3a9-0a9d-385e-b411-d4c15cfcf142,0,,Current
SSALMCHILKATL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-CHILKATL,Sockeye salmon Chilkat Lake,US Alaska (Pacific Salmon),USA, 2,USA,7235be28-bdf0-341b-9b32-5765a3444bcc,0,,Current
SSALMCHILKO, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CHILKO,Sockeye salmon Chilko,Canada West Coast (Pacific Salmon),Canada, 2,CAN,db79aba8-b710-3a47-a78b-49483e2b9c2f,0,,Current
SSALMCHILKOOTL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-CHILKOOTL,Sockeye salmon Chilkoot Lake,US Alaska (Pacific Salmon),USA, 2,USA,b0c0d528-e0fe-39b8-a84d-ab4b104e760f,0,,Current
SSALMCHILKOS, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CHILKOS,Sockeye salmon Chilko South,Canada West Coast (Pacific Salmon),Canada, 2,CAN,8198a420-e500-3195-a87c-3eac226e3c19,0,,Current
SSALMCHILLIW, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CHILLIW,Sockeye salmon chilliwack,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e34afccd-c55a-3aa7-bd88-d8ff488bb7eb,0,,Current
SSALMCOLR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-WASTATE-COLR,Sockeye salmon Columbia R,US West Coast (Pacific Salmon),USA, 2,USA,d8922ec8-312d-3f64-b759-9588c5292e09,0,,Current
SSALMCULTUS, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CULTUS,Sockeye salmon Cultus,Canada West Coast (Pacific Salmon),Canada, 2,CAN,8e3f068e-fd6b-38e7-bd9b-944262305e8f,0,,Current
SSALMEALSEKDR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-EALSEKDR,Sockeye salmon East-Alsek-Doame River,US Alaska (Pacific Salmon),USA, 2,USA,a786e25b-c851-3e07-89ba-df4369b86fbb,0,,Current
SSALMEGEGIK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-EGEGIK,Sockeye salmon Egegik,US Alaska (Pacific Salmon),USA, 2,USA,d2593928-241b-3ace-a4a9-340095282a28,0,,Current
SSALMEKAMSW, 161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-EKAMSW,Sockeye salmon East Kamchatka sockeye wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,fdaa6bf5-c874-3516-afb6-8db4ddf5fedf,0,,Current
SSALMEUPPERS, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-EUPPERS,Sockeye salmon Early Upper Station,US Alaska (Pacific Salmon),USA, 2,USA,68683d33-e1ad-3e7e-a523-3266b64b6637,0,,Current
SSALMFENNELL, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-FENNELL,Sockeye salmon fennell,Canada West Coast (Pacific Salmon),Canada, 2,CAN,83d2a4e1-d3f8-35a3-a910-7aadcc63aba4,0,,Current
SSALMGATES, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-GATES,Sockeye salmon Gates,Canada West Coast (Pacific Salmon),Canada, 2,CAN,1bc6871e-5119-3af1-b9d0-dd2b784d85ba,0,,Current
SSALMGATESC, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-GATESC,Sockeye salmon Gates Channel,Canada West Coast (Pacific Salmon),Canada, 2,CAN,503235a3-18ae-30c8-ba17-34d992179e1d,0,,Current
SSALMHARRISON, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-HARRISON,Sockeye salmon harrison,Canada West Coast (Pacific Salmon),Canada, 2,CAN,4d9f916d-c9ad-30d4-a2fe-4064c7eebe40,0,,Current
SSALMHORSEFLY, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-HORSEFLY,Sockeye salmon Horsefly,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e10f5d77-d160-37eb-8e46-78f59cabc404,0,,Current
SSALMHSSH, 161979,Oncorhynchus nerka,Sockeye salmon,Japan-FAJ-HSSH,Sockeye salmon Japan High Seas catch sockeye hatchery,Russia Japan (Pacific Salmon),Japan, 4,JPN,c2294b18-7e2b-3a62-a624-45f490b32d15,0,,Current
SSALMHSSW, 161979,Oncorhynchus nerka,Sockeye salmon,Japan-FAJ-HSSW,Sockeye salmon Japan High Seas catch sockeye wild,Russia Japan (Pacific Salmon),Japan, 4,JPN,c1534722-ba52-3623-ac44-c19e19792d2c,0,,Current
SSALMIGUSHIK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-IGUSHIK,Sockeye salmon Igushik River,US Alaska (Pacific Salmon),USA, 2,USA,ffc198d2-61d9-3078-9218-44305cdfb199,0,,Current
SSALMILNIKR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-ILNIKR,Sockeye salmon Ilnik River,US Alaska (Pacific Salmon),USA, 2,USA,f51773d4-b462-3f10-9361-99b6057717a6,0,,Current
SSALMITALOR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-ITALOR,Sockeye salmon Italo River,US Alaska (Pacific Salmon),USA, 2,USA,6fbc9964-969e-3ca9-972e-60c9762619b8,0,,Current
SSALMKARLUKL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KARLUKL,Sockeye salmon Karluk Lake,US Alaska (Pacific Salmon),USA, 2,USA,6853aca6-4295-380f-bbbd-a04787212870,0,,Current
SSALMKIMSQUIT, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-KIMSQUIT,Sockeye salmon Kimsquit,Canada West Coast (Pacific Salmon),Canada, 2,CAN,aa00c59d-e4d3-39ac-8011-f936646a9053,0,,Current
SSALMKITLOPE, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-KITLOPE,Sockeye salmon Kitlope,Canada West Coast (Pacific Salmon),Canada, 2,CAN,0ec35afc-2661-3bb0-a2cd-10af8743037e,0,,Current
SSALMKLUKSHUR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KLUKSHUR,Sockeye salmon Klukshu River,US Alaska (Pacific Salmon),USA, 2,USA,de1d25bf-1928-38af-b949-63e98cb95168,0,,Current
SSALMKUSKOKWIM, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KUSKOKWIM,Sockeye salmon Kuskokwim,US Alaska (Pacific Salmon),USA, 2,USA,35b4d8a3-9a03-3742-99d2-be6a71f561f6,0,,Current
SSALMKVICHAK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KVICHAK,Sockeye salmon Kvichak,US Alaska (Pacific Salmon),USA, 2,USA,1aa282f4-ed82-3f8c-b32d-290929b68f94,0,,Current
SSALMLLAKE, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-LLAKE,Sockeye salmon Long Lake,Canada West Coast (Pacific Salmon),Canada, 2,CAN,2ee0525f-1257-34e3-901f-bdee34bcca8e,0,,Current
SSALMLOSTR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-LOSTR,Sockeye salmon Lost River,US Alaska (Pacific Salmon),USA, 2,USA,d9385632-9771-36d4-a203-72fc357881f1,0,,Current
SSALMLRIVER, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-LRIVER,Sockeye salmon Little River,US Alaska (Pacific Salmon),USA, 2,USA,43345e46-7d64-341f-8fc7-6b78869ad89b,0,,Current
SSALMLSTUART, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-LSTUART,Sockeye salmon Late Stuart,Canada West Coast (Pacific Salmon),Canada, 2,CAN,9c9c542b-19c0-3a6b-a450-fe35ab93559b,0,,Current
SSALMLUPPERS, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-LUPPERS,Sockeye salmon Late Upper Station,US Alaska (Pacific Salmon),USA, 2,USA,a3f86421-2dc7-3c17-b925-911ee1aab134,0,,Current
SSALMLWASH, 161979,Oncorhynchus nerka,Sockeye salmon,USA-WASTATE-LWASH,Sockeye salmon Lake Washington,US West Coast (Pacific Salmon),USA, 2,USA,93c36d84-6d5d-3dd8-ba08-694ce5f45bba,0,,Current
SSALMMALINAL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-MALINAL,Sockeye salmon Malina Lake,US Alaska (Pacific Salmon),USA, 2,USA,1edb3290-1310-354a-98b3-8b69469a52fe,0,,Current
SSALMMCDONALD, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-MCDONALD,Sockeye salmon McDonald,US Alaska (Pacific Salmon),USA, 2,USA,a4fe2142-b723-3517-9ccc-46731dad5c9b,0,,Current
SSALMMITCHELL, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-MITCHELL,Sockeye salmon Mitchell,Canada West Coast (Pacific Salmon),Canada, 2,CAN,ef94444d-354b-34f9-992f-d36c2304434f,0,,Current
SSALMNADINA, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NADINA,Sockeye salmon Nadina,Canada West Coast (Pacific Salmon),Canada, 2,CAN,aa9b8b57-24bc-3e09-a4a0-31fdae76cbb9,0,,Current
SSALMNADINAC, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NADINAC,Sockeye salmon Nadina Channel,Canada West Coast (Pacific Salmon),Canada, 2,CAN,473eb55c-a1fe-307f-827a-6555037d5495,0,,Current
SSALMNAHANTLATCH, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NAHANTLATCH,Sockeye salmon nahatlatch,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e33f7fd8-e1e8-338d-be56-e9b0c643f070,0,,Current
SSALMNAKNEK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NAKNEK,Sockeye salmon Naknek,US Alaska (Pacific Salmon),USA, 2,USA,3424524e-7e7d-3efc-b76e-b4051c0a5e80,0,,Current
SSALMNASS, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NASS,Sockeye salmon Nass,Canada West Coast (Pacific Salmon),Canada, 2,CAN,22ac2152-19fa-39b1-af72-e130d9bab36f,0,,Current
SSALMNELSONR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NELSONR,Sockeye salmon Nelson River,US Alaska (Pacific Salmon),USA, 2,USA,8397d272-5fff-3bb0-89ca-bfa0270200ce,0,,Current
SSALMNUSHAGAK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NUSHAGAK,Sockeye salmon Nushagak,US Alaska (Pacific Salmon),USA, 2,USA,45ae2e35-834a-36e9-8fb4-5768f84c7be3,0,,Current
SSALMNUYAKUK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NUYAKUK,Sockeye salmon Nuyakuk,US Alaska (Pacific Salmon),USA, 2,USA,84e6f81a-407c-34fa-8193-7c7342f01762,0,,Current
SSALMOKSH, 161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-OKSH,Sockeye salmon Okhotsk sockeye hatchery,Russia Japan (Pacific Salmon),Russia, 5,RUS,52941a70-bb91-3517-92a4-223f79e2d4c0,0,,Current
SSALMOKSW, 161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-OKSW,Sockeye salmon Okhotsk sockeye wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,d2dba5fa-ff76-3f6d-966f-415ffc2f2dd1,0,,Current
SSALMORZINSKIL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-ORZINSKIL,Sockeye salmon Orzinski Lake,US Alaska (Pacific Salmon),USA, 2,USA,cd5890d2-9603-3d8a-ba48-2aa06d591ac9,0,,Current
SSALMOWIKENOL, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-OWIKENOL,Sockeye salmon Owikeno Lake,Canada West Coast (Pacific Salmon),Canada, 2,CAN,819b8792-f6c4-3f98-af41-56a5ae4d0e38,0,,Current
SSALMPASAGSHAKR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-PASAGSHAKR,Sockeye salmon Pasagshak River,US Alaska (Pacific Salmon),USA, 2,USA,329ff60d-3527-3b7f-800f-1b3613da549c,0,,Current
SSALMPAULSBD, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-PAULSBD,Sockeye salmon Pauls Bay Drainage,US Alaska (Pacific Salmon),USA, 2,USA,4857b0eb-c54a-3b7e-a7fe-1d75b841ed27,0,,Current
SSALMPITT, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-PITT,Sockeye salmon Pitt,Canada West Coast (Pacific Salmon),Canada, 2,CAN,7054526c-7bb1-3480-a7b7-a3212f38e719,0,,Current
SSALMPORTAGE, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-PORTAGE,Sockeye salmon Portage,Canada West Coast (Pacific Salmon),Canada, 2,CAN,0e8d9b29-5a0f-3a02-9341-f231d3b93851,0,,Current
SSALMQUIN, 161979,Oncorhynchus nerka,Sockeye salmon,USA-WASTATE-QUIN,Sockeye salmon Quinault,US West Coast (Pacific Salmon),USA, 2,USA,d9b060a1-fdbf-3473-a6bf-3bc349e1f1dd,0,,Current
SSALMRAFT, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-RAFT,Sockeye salmon Raft,Canada West Coast (Pacific Salmon),Canada, 2,CAN,1efed66f-04df-362e-a084-19b70363c799,0,,Current
SSALMREDOUBTL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-REDOUBTL,Sockeye salmon Redoubt Lake,US Alaska (Pacific Salmon),USA, 2,USA,0859c97a-52f9-3f01-b051-de9a6b6b7fe2,0,,Current
SSALMSALTERYL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SALTERYL,Sockeye salmon Saltery Lake,US Alaska (Pacific Salmon),USA, 2,USA,7cfc25d4-c60d-36ef-b12c-972b57a9cc29,0,,Current
SSALMSANDYR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SANDYR,Sockeye salmon Sandy River,US Alaska (Pacific Salmon),USA, 2,USA,88889187-5ce5-3686-81b8-f19f57d0b3c7,0,,Current
SSALMSCOTCH, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SCOTCH,Sockeye salmon scotch,Canada West Coast (Pacific Salmon),Canada, 2,CAN,5a0e2ef0-7c4a-3912-a891-49bd32053b24,0,,Current
SSALMSEYMOUR, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SEYMOUR,Sockeye salmon Seymour,Canada West Coast (Pacific Salmon),Canada, 2,CAN,7242098c-9c87-3053-8c87-2fc163acae9c,0,,Current
SSALMSHUSWAP, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SHUSWAP,Sockeye salmon shuswap,Canada West Coast (Pacific Salmon),Canada, 2,CAN,ceaa99a5-4ee4-30a8-a827-60feef16ce91,0,,Current
SSALMSITUKR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SITUKR,Sockeye salmon Situk River,US Alaska (Pacific Salmon),USA, 2,USA,821ca878-b32f-374a-856b-0c55393f7279,0,,Current
SSALMSKEENA, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SKEENA,Sockeye salmon Skeena,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e339828d-9d22-3c74-9395-815104616559,0,,Current
SSALMSKIDEGATE, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SKIDEGATE,Sockeye salmon Skidegate,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e3eba2c8-bae5-3161-a23c-95f595dbcaaf,0,,Current
SSALMSPEELL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SPEELL,Sockeye salmon Speel Lake,US Alaska (Pacific Salmon),USA, 2,USA,89b642dd-87b1-3c3a-a06a-989c29924f94,0,,Current
SSALMSTELLAKO, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-STELLAKO,Sockeye salmon Stellako,Canada West Coast (Pacific Salmon),Canada, 2,CAN,5281205b-3403-370b-8ab7-6b7ddecf5f61,0,,Current
SSALMSTIKINE, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-STIKINE,Sockeye salmon Stikine (District108),US Alaska (Pacific Salmon),USA, 2,USA,3d95bf3e-d9f9-31b0-b485-35215c18856f,0,,Current
SSALMTAHLTAN, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-TAHLTAN,Sockeye salmon Tahltan,US Alaska (Pacific Salmon),USA, 2,USA,02ce3b74-c864-3b9a-8e2d-015c14e7f86c,0,,Current
SSALMTAKUR, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-TAKUR,Sockeye salmon Taku River,US Alaska (Pacific Salmon),USA, 2,USA,a54e9d25-f54d-3022-b608-9fc3bede4d0a,0,,Current
SSALMTASEKO, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-TASEKO,Sockeye salmon taseko,Canada West Coast (Pacific Salmon),Canada, 2,CAN,569ab9e1-9b68-38f9-857d-808861333233,0,,Current
SSALMTOGIAK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-TOGIAK,Sockeye salmon Togiak,US Alaska (Pacific Salmon),USA, 2,USA,1ac31262-9bc1-36bd-a35f-2e012a5ae398,0,,Current
SSALMUCOOKI, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-UCOOKI,Sockeye salmon Upper Cook Inlet,US Alaska (Pacific Salmon),USA, 2,USA,84265fc9-36c2-36af-b9c8-087786f08ff8,0,,Current
SSALMUGANIKL, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-UGANIKL,Sockeye salmon Uganik Lake,US Alaska (Pacific Salmon),USA, 2,USA,12bdc7e1-59f7-394f-b5d9-b18f61e33196,0,,Current
SSALMUGASHIK, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-UGASHIK,Sockeye salmon Ugashik,US Alaska (Pacific Salmon),USA, 2,USA,7f2e0b97-3b94-3d71-a954-446a11ad6497,0,,Current
SSALMWEAVER, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-WEAVER,Sockeye salmon Weaver,Canada West Coast (Pacific Salmon),Canada, 2,CAN,feeeeb32-dd5b-31f2-a1cc-179644b81006,0,,Current
SSALMWEAVERC, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-WEAVERC,Sockeye salmon Weaver Channel,Canada West Coast (Pacific Salmon),Canada, 2,CAN,51779a7a-7ab5-3ad5-82d1-f250adef039a,0,,Current
SSALMWKAMSH, 161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-WKAMSH,Sockeye salmon West Kamchatka sockeye hatchery,Russia Japan (Pacific Salmon),Russia, 5,RUS,7930d866-86a1-33c7-8226-f8d006e39fa8,0,,Current
SSALMWKAMSW, 161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-WKAMSW,Sockeye salmon West Kamchatka sockeye wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,927637c8-03d0-3887-a953-bda54a7f72d6,0,,Current
SSALMWOOD, 161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-WOOD,Sockeye salmon Wood,US Alaska (Pacific Salmon),USA, 2,USA,fd4a8273-9b66-32d4-a309-d8fb856b91a2,0,,Current
SSALMYAKOUN, 161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-YAKOUN,Sockeye salmon Yakoun,Canada West Coast (Pacific Salmon),Canada, 2,CAN,8862e018-2277-33af-a46b-d26fa408d2cb,0,,Current
SSANDNSJ, 170916,Arctoscopus japonicus,Sailfin sandfish,Japan-FAJ-NSJ,Sailfin sandfish Sea of Japan North,Japan,Japan,61,JPN,2fd02459-25e7-3a46-8346-095a02c9bf20,0,NA,Current
SSANDWSJ, 170916,Arctoscopus japonicus,Sailfin sandfish,Japan-FAJ-WSJ,Sailfin sandfish Sea of Japan West,Japan,Japan,61,JPN,f2dd8823-d34a-3484-9b93-c2bfef669a45,0,NA,Current
SSARDCH,   -994,Sprattus fuegensis,Southern sardine,Chile-SUBPESCA-CH-CS,Southern sardine Central-Southern Chile,South America,Chile,87,CHL,799565b6-82c3-351f-8fcb-c887200ad716,0,NA,Current
SSCLAMQCW,  81692,Mya arenaria,Softshell clam ,Canada-DFO-QCW,Softshell clam  Quebec Coastal Waters,Canada East Coast,Canada,21,CAN,e8e9d8d7-f629-371f-a733-a9aca82dfdb7,0,NA,Current
SSHRIMPSMAGTSE,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-GTSE,Sidestripe shrimp Shrimp Management Area GTSE,Canada West Coast,Canada,67,CAN,ebfb07b9-eb83-3612-a5d5-6e53104f8305,0,NA,Current
SSHRIMPSMAPRD,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-PRD,Sidestripe shrimp Shrimp Management Area PRD,Canada West Coast,Canada,67,CAN,,0,NA,Current
SSKAT5YZSNE, 564151,Malacoraja senta,Smooth skate,USA-NMFS-5YZSNE,Smooth skate Gulf of Maine / Georges Bank-Southern New England,US East Coast,USA,21,USA,6b7dbc44-0775-3525-9206-e53eb576d0fc,0,,Current
SSLOBSTERSASC, 552965,Palinurus gilchristi,Southern spiny lobster,South Africa-DETMCM-SASC,Southern spiny lobster South Africa South coast,Southern Africa,South Africa,47,ZAF,46c4ea7a-edfd-320e-b94c-2a6ccfc1f781,0,NA,Current
SSSHRIMPICBC,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-ICBC,Sidestripe shrimp Inshore Coast of British Columbia,Canada West Coast,Canada,67,CAN,1c1337da-4a90-3498-8f96-cee440dbcc26,0,,Deprecated
SSSHRIMPSMA14,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-14,Sidestripe shrimp Shrimp Management Area 14,Canada West Coast,Canada,67,CAN,,0,NA,Current
SSSHRIMPSMA16,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-16,Sidestripe shrimp Shrimp Management Area 16,Canada West Coast,Canada,67,CAN,e96026a4-9612-3f06-9518-94cc6d4e41d1,0,NA,Current
SSSHRIMPSMA18-19,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-18-19,Sidestripe shrimp Shrimp Management Areas 18 and 19,Canada West Coast,Canada,67,CAN,69c1229e-24d9-36c8-8ae2-5110ebb4ea0a,0,NA,Current
SSSHRIMPSMAFR,  96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-FR,Sidestripe shrimp Shrimp Management Area FR,Canada West Coast,Canada,67,CAN,,0,NA,Current
SSTHORNHGA, 166783,Sebastolobus alascanus,Shortspine thornyhead,USA-NMFS-GA,Shortspine thornyhead Gulf of Alaska,US Alaska,USA,67,USA,1b110fc8-b3e4-3378-b73c-4d7544882133,0,NA,Current
SSTHORNHPCOAST, 166783,Sebastolobus alascanus,Shortspine thornyhead,USA-NMFS-PCOAST,Shortspine thornyhead Pacific Coast,US West Coast,USA,67,USA,,0,,Current
